R012N	-51.397028	 -69.182267	15
R002N	-51.384175	 -69.244542	15
R341N	-51.380383	 -69.383981	15
MUPAD	-51.371667	 -69.282514	15
ROLOX	-51.350578	 -68.933456	15
WG761	-51.339244	 -69.056744	15
TOKOS	-51.283333	 -73.187500	15
WG157	-51.266483	 -69.392300	15
NEPOL	-51.203622	 -72.972517	15
WG748	-51.080278	 -69.026011	15
DEVIS	-51.055278	 -70.497222	15
PUNGI	-51.019875	 -70.950747	15
51W60	-51.000000	-160.000000	15
51W50	-51.000000	-150.000000	15
NUXAX	-50.981458	 -69.205944	15
WG763	-50.973644	 -69.022506	15
WC027	-50.966647	 -71.489467	15
WG136	-50.918675	 -68.978325	15
WC018	-50.897058	 -70.772803	15
WG895	-50.838075	 -68.900061	15
SULSU	-50.777778	 -71.840833	15
OBDOT	-50.776667	 -72.110278	15
GEGAL	-50.776111	 -72.108611	15
IRAVU	-50.768056	 -68.755278	15
WC047	-50.747011	 -70.760889	15
BUVOK	-50.728889	 -71.158889	15
KADEB	-50.718056	 -68.998889	15
ETISA	-50.710556	 -69.605833	15
ORABO	-50.710556	 -69.538333	15
WC050	-50.663847	 -71.802222	15
WC032	-50.652347	 -71.527228	15
KIBAR	-50.591111	 -71.433056	15
MOSKA	-50.576944	 -58.510833	15
LOMIN	-50.576944	 -60.550833	15
WC012	-50.566181	 -71.769275	15
WC336	-50.560572	 -72.081089	15
WC335	-50.552367	 -71.934161	15
EGBOR	-50.541533	 -71.381267	15
WC051	-50.534600	 -71.918019	15
WC995	-50.503997	 -71.953697	15
WC304	-50.500711	 -71.187042	15
WC964	-50.483367	 -71.741389	15
WC947	-50.461789	 -71.577372	15
WC334	-50.455944	 -71.701014	15
MIGUT	-50.409964	 -71.602772	15
PAGID	-50.407322	 -72.506736	15
BODOM	-50.366389	 -73.767222	15
KOLPU	-50.366389	 -74.027500	15
PONRO	-50.353117	 -71.697881	15
WC100	-50.322947	 -71.719903	15
ECA13	-50.308086	 -72.380347	15
ATEXI	-50.303761	 -72.459336	15
WC011	-50.300844	 -72.407547	15
ECA82	-50.297253	 -72.256725	15
UKLOV	-50.296425	 -72.329875	15
WC043	-50.292700	 -72.265158	15
TODLO	-50.288942	 -72.200453	15
ECA41	-50.287897	 -72.151172	15
WC803	-50.286539	 -72.159389	15
WC025	-50.285908	 -72.148694	15
ECA18	-50.282606	 -72.091981	15
ECA04	-50.278328	 -72.035272	15
EC06 	-50.278286	 -72.019819	15
ECA74	-50.276136	 -71.853436	15
EC22 	-50.275950	 -71.978411	15
ECA12	-50.274381	 -71.733847	15
WC029	-50.273739	 -71.944875	15
EC36 	-50.273564	 -71.942022	15
WC330	-50.272556	 -71.603986	15
EC50 	-50.271828	 -71.905953	15
UGOXU	-50.271381	 -71.906081	15
VUSDO	-50.268264	 -71.855158	15
EC70 	-50.268217	 -71.854361	15
ISAXO	-50.262600	 -71.763867	15
EC118	-50.260458	 -71.730000	15
ESNAM	-50.252822	 -71.608706	15
WC333	-50.252617	 -71.605947	15
TORUK	-50.196922	 -72.343728	15
GIGLU	-50.187778	 -72.152664	15
WC044	-50.180331	 -72.303531	15
ATIPO	-50.166097	 -71.723892	15
WC046	-50.165806	 -71.983917	15
TISVI	-50.163333	 -72.015556	15
WC048	-50.091828	 -71.665381	15
POLOR	-50.083333	 172.666667	15
WC322	-50.049056	 -71.787178	15
WC049	-50.045064	 -71.964353	15
WC982	-50.041614	 -71.838919	15
WC955	-50.039581	 -71.788386	15
WC975	-50.038689	 -71.663217	15
SARLI	-50.017061	 -71.606683	15
LASSE	-50.000000	 171.333333	15
50W10	-50.000000	-110.000000	15
50W20	-50.000000	-120.000000	15
50W00	-50.000000	-100.000000	15
50W31	-50.000000	-131.000000	15
5080S	-50.000000	  80.000000	15
50S50	-50.000000	 150.000000	15
5085S	-50.000000	  85.000000	15
5090S	-50.000000	  90.000000	15
5095S	-50.000000	  95.000000	15
50S00	-50.000000	 100.000000	15
50S05	-50.000000	 105.000000	15
50S10	-50.000000	 110.000000	15
50S41	-50.000000	 141.000000	15
50S46	-50.000000	 146.000000	15
5070W	-50.000000	 -70.000000	15
WEDD 	-50.000000	 105.230000	15
50W40	-50.000000	-140.000000	15
WC321	-49.998750	 -71.976861	15
WC904	-49.922769	 -71.947964	15
WC891	-49.911200	 -71.670967	15
WC659	-49.909336	 -71.522469	15
ILPIK	-49.906667	 -68.708611	15
WC979	-49.829750	 -71.736169	15
KULIT	-49.811667	 -67.805833	15
LOBOS	-49.810556	 -65.205556	15
WC973	-49.789917	 -71.887664	15
WC907	-49.781672	 -72.102653	15
GEMDO	-49.708611	 -67.804444	15
WC905	-49.670169	 -71.816208	15
KOTON	-49.626667	 -65.949444	15
ASOPA	-49.614167	 -71.293889	15
WC861	-49.613872	 -71.849908	15
WC014	-49.552672	 -71.446183	15
OGTUR	-49.458619	 -71.942411	15
SINEL	-49.290556	 -73.886667	15
WC906	-49.270331	 -71.252117	15
UTRUN	-49.217222	 -68.470000	15
WC903	-49.165472	 -70.801836	15
WC302	-49.097839	 -70.946517	15
VELAT	-49.000000	 -73.700000	15
49W60	-49.000000	-160.000000	15
KABES	-49.000000	 -58.667500	15
49W50	-49.000000	-150.000000	15
DALDU	-48.873611	 -71.747778	15
WC017	-48.783689	 -70.391878	15
WC045	-48.716564	 -70.536011	15
WC902	-48.646819	 -71.177836	15
BOKUK	-48.446389	 -70.036111	15
NIPLA	-48.270833	 -73.334444	15
SALVU	-48.268056	 -64.034722	15
VUTRU	-48.248611	 -73.756111	15
